,day_time,uplink_length,downlink_length,sum_flow
0,12_1,0,0,0
1,12_10,722,4674,5396
2,12_11,5024,19718,24742
3,12_12,4209,24026,28235
4,12_13,2158,9614,11772
5,12_14,363,2339,2702
6,12_15,724,4676,5400
7,12_16,0,0,0
8,12_17,0,0,0
9,12_18,0,0,0
10,12_19,0,0,0
11,12_20,292,174,466
12,12_21,292,174,466
13,12_23,0,0,0
14,12_3,0,0,0
15,12_6,0,0,0
16,12_7,361,2337,2698
17,12_8,361,2337,2698
18,12_9,292,174,466
19,13_0,0,0,0
20,13_10,0,0,0
21,13_11,0,0,0
22,13_13,0,0,0
23,13_20,361,2337,2698
24,13_21,1087,7015,8102
25,13_22,363,2339,2702
26,13_6,0,0,0
27,13_8,361,2337,2698
28,13_9,0,0,0
29,14_0,361,2337,2698
30,14_1,363,2339,2702
31,14_12,0,0,0
32,14_14,0,0,0
33,14_15,361,2337,2698
34,14_16,0,0,0
35,14_17,0,0,0
36,14_18,726,4678,5404
37,14_19,0,0,0
38,14_2,0,0,0
39,14_20,0,0,0
40,14_21,0,0,0
41,14_22,363,2339,2702
42,14_23,0,0,0
43,14_5,0,0,0
44,14_6,0,0,0
45,14_7,0,0,0
46,14_8,0,0,0
47,15_1,363,2339,2702
48,15_10,1287,7122,8409
49,15_11,1805,11685,13490
50,15_12,1083,7011,8094
51,15_13,722,4674,5396
52,15_14,1662,7364,9026
53,15_15,3447,14635,18082
54,15_16,2450,9784,12234
55,15_17,1705,5107,6812
56,15_18,1085,2597,3682
57,15_19,1448,9352,10800
58,15_2,0,0,0
59,15_20,0,0,0
60,15_21,363,2339,2702
61,15_22,0,0,0
62,15_23,363,2339,2702
63,15_3,0,0,0
64,15_4,0,0,0
65,15_5,0,0,0
66,15_6,363,2339,2702
67,15_7,0,0,0
68,15_8,363,2339,2702
69,15_9,905,642,1547
70,16_0,0,0,0
71,16_10,3002,12683,15685
72,16_11,6189,33910,40099
73,16_12,361,2337,2698
