,day_time,out_degree
0,11_0,0
1,11_1,0
2,11_10,0
3,11_11,0
4,11_12,0
5,11_13,0
6,11_14,0
7,11_15,0
8,11_16,0
9,11_17,0
10,11_18,0
11,11_19,0
12,11_2,0
13,11_20,0
14,11_21,0
15,11_22,0
16,11_23,83
17,11_3,0
18,11_4,0
19,11_5,0
20,11_6,0
21,11_7,0
22,11_8,0
23,11_9,0
24,12_0,1587
25,12_1,132
26,12_10,1378
27,12_11,1209
28,12_12,2120
29,12_13,289
30,12_14,563
31,12_15,590
32,12_16,738
33,12_17,343
34,12_18,537
35,12_19,306
36,12_2,117
37,12_20,161
38,12_21,80
39,12_22,35
40,12_23,25
41,12_3,73
42,12_4,75
43,12_5,43
44,12_6,28
45,12_7,28
46,12_8,94
47,12_9,1121
48,13_0,32
49,13_1,58
50,13_10,111
51,13_11,276
52,13_12,26
53,13_13,41
54,13_14,341
55,13_15,1199
56,13_16,5565
57,13_17,4467
58,13_18,4237
59,13_19,28
60,13_2,664
61,13_20,26
62,13_21,23
63,13_22,20
64,13_23,27
65,13_3,780
66,13_4,734
67,13_5,936
68,13_6,1861
69,13_7,64
70,13_8,2457
71,13_9,838
72,14_0,30
73,14_1,14
74,14_10,173
75,14_11,23
76,14_12,24
77,14_13,392
78,14_14,1136
79,14_15,137
80,14_16,1631
81,14_17,1252
82,14_18,1245
83,14_19,1043
84,14_2,160
85,14_20,121
86,14_21,47
87,14_22,1178
88,14_23,31
89,14_3,23
90,14_4,30
91,14_5,18
92,14_6,24
93,14_7,32
94,14_8,18
95,14_9,22
96,15_0,546
97,15_1,15
98,15_10,1446
99,15_11,1011
100,15_12,925
101,15_13,1823
102,15_14,1054
103,15_15,1763
104,15_16,4076
105,15_17,1016
106,15_18,1200
107,15_19,2081
108,15_2,30
109,15_20,451
110,15_21,2010
111,15_22,921
112,15_23,1580
113,15_3,17
114,15_4,457
115,15_5,840
116,15_6,750
117,15_7,190
118,15_8,16
119,15_9,1336
120,16_0,417
121,16_1,598
122,16_10,718
123,16_11,838
124,16_12,120
125,16_13,262
126,16_14,461
127,16_15,920
128,16_16,680
129,16_17,1978
130,16_18,799
131,16_19,424
132,16_2,3883
133,16_20,196
134,16_21,161
135,16_22,86
136,16_23,38
137,16_3,1374
138,16_4,23
139,16_5,31
140,16_6,549
141,16_7,2643
142,16_8,2685
143,16_9,176
144,17_0,22
145,17_1,14
146,17_10,1539
147,17_11,1603
148,17_12,1676
149,17_13,708
150,17_14,2321
151,17_15,2321
152,17_16,4046
153,17_17,3344
154,17_18,1528
155,17_19,1366
156,17_2,347
157,17_20,5104
158,17_21,1896
159,17_22,1741
160,17_23,1490
161,17_3,727
162,17_4,808
163,17_5,1236
164,17_6,146
165,17_7,1177
166,17_8,1537
167,17_9,411
168,18_0,774
169,18_1,3609
170,18_10,2186
171,18_11,1741
172,18_12,3095
173,18_13,1890
174,18_14,2489
175,18_15,517
176,18_16,589
177,18_17,518
178,18_18,585
179,18_19,391
180,18_2,1928
181,18_20,2698
182,18_21,1974
183,18_22,1583
184,18_23,1232
185,18_3,2693
186,18_4,574
187,18_5,3816
188,18_6,4774
189,18_7,5760
190,18_8,50
191,18_9,1022
