,day_time,out_degree
0,11_0,0
1,11_1,0
2,11_10,0
3,11_11,0
4,11_12,0
5,11_13,0
6,11_14,0
7,11_15,0
8,11_16,0
9,11_17,0
10,11_18,0
11,11_19,0
12,11_2,0
13,11_20,0
14,11_21,0
15,11_22,0
16,11_23,39
17,11_3,0
18,11_4,0
19,11_5,0
20,11_6,0
21,11_7,0
22,11_8,0
23,11_9,0
24,12_0,248
25,12_1,229
26,12_10,412
27,12_11,190
28,12_12,264
29,12_13,343
30,12_14,220
31,12_15,262
32,12_16,255
33,12_17,221
34,12_18,267
35,12_19,226
36,12_2,312
37,12_20,230
38,12_21,241
39,12_22,261
40,12_23,219
41,12_3,265
42,12_4,242
43,12_5,259
44,12_6,278
45,12_7,498
46,12_8,259
47,12_9,247
48,13_0,243
49,13_1,268
50,13_10,327
51,13_11,255
52,13_12,389
53,13_13,749
54,13_14,237
55,13_15,373
56,13_16,248
57,13_17,229
58,13_18,251
59,13_19,242
60,13_2,323
61,13_20,230
62,13_21,229
63,13_22,260
64,13_23,247
65,13_3,242
66,13_4,233
67,13_5,235
68,13_6,249
69,13_7,241
70,13_8,261
71,13_9,257
72,14_0,270
73,14_1,270
74,14_10,238
75,14_11,246
76,14_12,261
77,14_13,687
78,14_14,243
79,14_15,232
80,14_16,262
81,14_17,324
82,14_18,240
83,14_19,244
84,14_2,332
85,14_20,230
86,14_21,248
87,14_22,247
88,14_23,207
89,14_3,252
90,14_4,247
91,14_5,222
92,14_6,235
93,14_7,220
94,14_8,252
95,14_9,260
96,15_0,251
97,15_1,365
98,15_10,385
99,15_11,185
100,15_12,250
101,15_13,226
102,15_14,314
103,15_15,288
104,15_16,380
105,15_17,226
106,15_18,193
107,15_19,271
108,15_2,235
109,15_20,337
110,15_21,293
111,15_22,227
112,15_23,581
113,15_3,218
114,15_4,273
115,15_5,266
116,15_6,256
117,15_7,234
118,15_8,209
119,15_9,235
120,16_0,228
121,16_1,222
122,16_10,230
123,16_11,351
124,16_12,369
125,16_13,224
126,16_14,238
127,16_15,239
128,16_16,313
129,16_17,239
130,16_18,239
131,16_19,242
132,16_2,367
133,16_20,278
134,16_21,247
135,16_22,230
136,16_23,239
137,16_3,231
138,16_4,278
139,16_5,887
140,16_6,407
141,16_7,231
142,16_8,234
143,16_9,417
144,17_0,341
145,17_1,246
146,17_10,203
147,17_11,478
148,17_12,240
149,17_13,234
150,17_14,317
151,17_15,272
152,17_16,343
153,17_17,379
154,17_18,242
155,17_19,272
156,17_2,235
157,17_20,252
158,17_21,246
159,17_22,319
160,17_23,267
161,17_3,253
162,17_4,252
163,17_5,251
164,17_6,251
165,17_7,251
166,17_8,278
167,17_9,242
168,18_0,415
169,18_1,239
170,18_10,239
171,18_11,214
172,18_12,266
173,18_13,215
174,18_14,281
175,18_15,288
176,18_16,275
177,18_17,262
178,18_18,260
179,18_19,235
180,18_2,272
181,18_20,286
182,18_21,266
183,18_22,241
184,18_23,225
185,18_3,241
186,18_4,240
187,18_5,279
188,18_6,252
189,18_7,239
190,18_8,1248
191,18_9,263
