,day_time,out_degree
0,11_0,0
1,11_1,0
2,11_10,0
3,11_11,0
4,11_12,0
5,11_13,0
6,11_14,0
7,11_15,0
8,11_16,0
9,11_17,0
10,11_18,0
11,11_19,0
12,11_2,0
13,11_20,0
14,11_21,0
15,11_22,1
16,11_23,35
17,11_3,0
18,11_4,0
19,11_5,0
20,11_6,0
21,11_7,0
22,11_8,0
23,11_9,0
24,12_0,183
25,12_1,111
26,12_10,133
27,12_11,145
28,12_12,118
29,12_13,104
30,12_14,163
31,12_15,126
32,12_16,109
33,12_17,109
34,12_18,105
35,12_19,117
36,12_2,100
37,12_20,95
38,12_21,123
39,12_22,114
40,12_23,103
41,12_3,120
42,12_4,115
43,12_5,138
44,12_6,177
45,12_7,165
46,12_8,166
47,12_9,152
48,13_0,113
49,13_1,120
50,13_10,95
51,13_11,104
52,13_12,109
53,13_13,110
54,13_14,200
55,13_15,163
56,13_16,184
57,13_17,166
58,13_18,175
59,13_19,179
60,13_2,116
61,13_20,192
62,13_21,197
63,13_22,108
64,13_23,91
65,13_3,121
66,13_4,130
67,13_5,123
68,13_6,89
69,13_7,103
70,13_8,101
71,13_9,99
72,14_0,105
73,14_1,82
74,14_10,108
75,14_11,95
76,14_12,119
77,14_13,102
78,14_14,149
79,14_15,124
80,14_16,92
81,14_17,100
82,14_18,111
83,14_19,110
84,14_2,92
85,14_20,112
86,14_21,119
87,14_22,103
88,14_23,107
89,14_3,102
90,14_4,109
91,14_5,94
92,14_6,147
93,14_7,100
94,14_8,99
95,14_9,129
96,15_0,120
97,15_1,126
98,15_10,81
99,15_11,86
100,15_12,104
101,15_13,106
102,15_14,175
103,15_15,155
104,15_16,95
105,15_17,123
106,15_18,1015
107,15_19,993
108,15_2,117
109,15_20,1948
110,15_21,106
111,15_22,103
112,15_23,98
113,15_3,134
114,15_4,135
115,15_5,128
116,15_6,142
117,15_7,113
118,15_8,111
119,15_9,116
120,16_0,89
121,16_1,120
122,16_10,88
123,16_11,103
124,16_12,145
125,16_13,120
126,16_14,234
127,16_15,141
128,16_16,96
129,16_17,139
130,16_18,105
131,16_19,99
132,16_2,118
133,16_20,126
134,16_21,94
135,16_22,105
136,16_23,109
137,16_3,104
138,16_4,115
139,16_5,98
140,16_6,95
141,16_7,100
142,16_8,112
143,16_9,109
144,17_0,133
145,17_1,120
146,17_10,102
147,17_11,104
148,17_12,187
149,17_13,343
150,17_14,420
151,17_15,171
152,17_16,157
153,17_17,146
154,17_18,169
155,17_19,149
156,17_2,118
157,17_20,114
158,17_21,136
159,17_22,121
160,17_23,107
161,17_3,134
162,17_4,106
163,17_5,122
164,17_6,113
165,17_7,106
166,17_8,91
167,17_9,125
168,18_0,127
169,18_1,120
170,18_10,116
171,18_11,92
172,18_12,99
173,18_13,86
174,18_14,1921
175,18_15,108
176,18_16,140
177,18_17,127
178,18_18,134
179,18_19,107
180,18_2,92
181,18_20,123
182,18_21,148
183,18_22,157
184,18_23,76
185,18_3,113
186,18_4,118
187,18_5,108
188,18_6,99
189,18_7,115
190,18_8,105
191,18_9,112
